entityASlug,entityA,ownership,entityB,entityBSlug,role,year
thc-china-technical-services-llc,THC China Technical Services LLC,1,THC China Technical Services Manager Corp,thc-china-technical-services-manager-corp,Managing Member,2017
thc-china-technical-services-llc,THC China Technical Services LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
thc-china-technical-services-manager-corp,THC China Technical Services Manager Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
thc-development-brazil-llc,THC Development Brazil LLC,1,THC Development Brazil Managing Member Corp,thc-development-brazil-managing-member-corp,Managing Member,2017
thc-development-brazil-llc,THC Development Brazil LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
thc-development-brazil-managing-member-corp,THC Development Brazil Managing Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
thc-dubai-ii-hotel-manager-llc,THC Dubai II Hotel Manager LLC,1,THC Dubai II Hotel Manager Member Corp,thc-dubai-ii-hotel-manager-member-corp,Managing Member,2017
thc-dubai-ii-hotel-manager-llc,THC Dubai II Hotel Manager LLC,99,"TRUMP, DONALD J.",trump-donald-j,Member,2017
thc-dubai-ii-hotel-manager-member-corp,THC Dubai II Hotel Manager Member Corp,100,"TRUMP, DONALD J.",trump-donald-j,Shareholder,2017
thc-hotel-development-llc,THC Hotel Development LLC,100,DJT Holdings LLC,djt-holdings-llc,Member,2017
thc-imea-development-llc,THC IMEA Development LLC,100,Trump International Hotels Management LLC,trump-international-hotels-management-llc,Member,2017
thc-miami-restaurant-hospitality-llc,THC MIAMI RESTAURANT HOSPITALITY LLC,1,THC Miami Restaurant Hospitality Member Corp,thc-miami-restaurant-hospitality-member-corp,Managing Member,2017
thc-miami-restaurant-hospitality-llc,THC MIAMI RESTAURANT HOSPITALITY LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
thc-miami-restaurant-hospitality-member-corp,THC Miami Restaurant Hospitality Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
thc-qatar-hotel-manager-llc,THC Qatar Hotel Manager LLC,1,THC Qatar Hotel Manager Member Corp,thc-qatar-hotel-manager-member-corp,Managing Member,2017
thc-qatar-hotel-manager-llc,THC Qatar Hotel Manager LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
thc-qatar-hotel-manager-member-corp,THC Qatar Hotel Manager Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
thc-rio-manager-llc,THC Rio Manager LLC,1,THC Rio Managing Member Corp,thc-rio-managing-member-corp,Managing Member,2017
thc-rio-manager-llc,THC Rio Manager LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
thc-rio-managing-member-corp,THC Rio Managing Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
thc-sales-marketing-llc,THC Sales & Marketing LLC,1,THC Sales & Marketing Member Corp,thc-sales-marketing-member-corp,Managing Member,2017
thc-sales-marketing-llc,THC Sales & Marketing LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
thc-sales-marketing-member-corp,THC Sales & Marketing Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
thc-services-shenzhen-llc,THC Services Shenzhen LLC,1,THC Services Shenzhen Member Corp,thc-services-shenzhen-member-corp,Managing Member,2017
thc-services-shenzhen-llc,THC Services Shenzhen LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
thc-services-shenzhen-member-corp,THC Services Shenzhen Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
thc-shenzhen-hotel-manager-llc,THC Shenzhen Hotel Manager LLC,1,THC Shenzhen Hotel Manager Member Corp,thc-shenzhen-hotel-manager-member-corp,Managing Member,2017
thc-shenzhen-hotel-manager-llc,THC Shenzhen Hotel Manager LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
thc-shenzhen-hotel-manager-member-corp,THC Shenzhen Hotel Manager Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
thc-vancouver-management-corp,THC Vancouver Management Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
thc-vancouver-payroll-ulc,THC Vancouver Payroll ULC,100,THC Vancouver Management Corp,thc-vancouver-management-corp,Member,2017
thc-venture-i-llc,THC Venture I LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
thc-venture-i-llc,THC Venture I LLC,1,THC Venture I Managing Member Corp,thc-venture-i-managing-member-corp,Member,2017
thc-venture-i-managing-member-corp,THC Venture I Managing Member Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
thc-venture-ii-llc,THC Venture II LLC,1,THC Venture II Managing Member Corp,thc-venture-ii-managing-member-corp,Managing Member,2017
thc-venture-ii-llc,THC Venture II LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
thc-venture-ii-managing-member-corp,THC Venture II Managing Member Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
thc-venture-iii-llc-nka-tttt-venture-llc,THC VENTURE III LLC - N/K/A TTTT VENTURE LLC,1,TTTT Venture Member Corp,tttt-venture-member-corp,Managing Member,2017
thc-venture-iii-llc-nka-tttt-venture-llc,THC VENTURE III LLC - N/K/A TTTT VENTURE LLC,76.272,DTTM Operations LLC,dttm-operations-llc,Managing Member,2017
thc-venture-iii-llc-nka-tttt-venture-llc,THC VENTURE III LLC - N/K/A TTTT VENTURE LLC,22.728,TRUMP FAMILY MEMBERS,trump-family-members,Member,2017
thc-venture-iii-member-corp-nka-tttt-venture-member-corp,THC VENTURE III MEMBER CORP - N/K/A TTTT VENTURE MEMBER CORP,100,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Shareholder,2017
the-caribusiness-re-corp,"Caribusiness RE Corp, The",100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
the-east-61-street-company-lp,"East 61 St Company, L.P., The",99.9,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Partner,2017
the-east-61-street-company-lp,"East 61 St Company, L.P., The",0.1,Plaza Consulting Corp,plaza-consulting-corp,Partner,2017
the-trump-corporation,The Trump Corporation,100,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Shareholder,2017
the-trump-entrepreneur-initiative-llc,The Trump Entrepreneur Initiative LLC (f/k/a Trump University CA LLC),100,The Trump Entrepreneur Initiative LLC (NY Domestic),the-trump-entrepreneur-initiative-llc-ny-domestic,Managing Member,2017
the-trump-entrepreneur-initiative-llc-ny-domestic,The Trump Entrepreneur Initiative LLC (NY Domestic),0.1,DJT ENTREPRENEUR MANAGING MEMBER LLC (FORMERLY KNOWN AS DJT UNIVERSITY MANAGING MEMBER LLC),djt-entrepreneur-managing-member-llc-formerly-known-as-djt-university-managing-member-llc,Managing Member,2017
the-trump-entrepreneur-initiative-llc-ny-domestic,The Trump Entrepreneur Initiative LLC (NY Domestic),3.5,"SPITALNY, JONATHAN",spitalny-jonathan,Member,2017
the-trump-entrepreneur-initiative-llc-ny-domestic,The Trump Entrepreneur Initiative LLC (NY Domestic),4.5,"SEXTON, MICHAEL",sexton-michael,Member,2017
the-trump-entrepreneur-initiative-llc-ny-domestic,The Trump Entrepreneur Initiative LLC (NY Domestic),91.9,DJT ENTREPRENEUR MEMBER LLC (FORMALLY KNOWN AS DJT UNIVERSITY MEMBER LLC),djt-entrepreneur-member-llc-formally-known-as-djt-university-member-llc,Member,2017
the-trump-follies-llc,The Trump Follies LLC,1,"The Trump Follies Member, Inc.",the-trump-follies-member-inc,Managing Member,2017
the-trump-follies-llc,The Trump Follies LLC,99,"The Trump Follies Member, Inc.",the-trump-follies-member-inc,Managing Member,2017
the-trump-follies-member-inc,"The Trump Follies Member, Inc.",100,DJT Holdings LLC,djt-holdings-llc,Member,2017
the-trump-follies-member-inc,"The Trump Follies Member, Inc.",100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
the-trump-hotel-corp,The Trump Hotel Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
the-trump-marks-real-estate-corp,The Trump Marks Real Estate Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
the-trump-organization-inc,"The Trump Organization, Inc",100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
the-trump-equitable-fifth-avenue-company,The Trump Equitable Fifth Avenue Company,99,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Partner,2017
the-trump-equitable-fifth-avenue-company,The Trump Equitable Fifth Avenue Company,1,TIPPERARY REALTY CORPORATION,tipperary-realty-corporation,Partner,2017
tigl-common-area-management-corp,TIGL Common Area Management Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-international-golf-links-doonbeg,TIGL Ireland Enterprises Limited (Trump International Golf Links - Doonbeg),100,TW Venture II LLC,tw-venture-ii-llc,Sole Member,2017
tigl-ireland-management-limited,TIGL Ireland Management Limited,100,TIGL Ireland Enterprises Limited (Trump International Golf Links - Doonbeg),trump-international-golf-links-doonbeg,Sole Member,2017
tihc-reservations-llc,TIHC Reservations LLC,100,DJT Holdings LLC,djt-holdings-llc,Member,2017
tihh-member-corp,TIHH Member Corp,100,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Shareholder,2017
tihh-member-llc,TIHH Member LLC,100,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Shareholder,2017
tihm-member-corp,TIHM Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
tiht-chicago-member-acquisition-llc,TIHT Chicago Member Acquisition LLC,100,DJT Holdings LLC,djt-holdings-llc,Member,2017
tiht-commercial-llc,TIHT Commercial LLC,0.01,TIHT Member LLC,tiht-member-llc,Member,2017
tiht-commercial-llc,TIHT Commercial LLC,99.99,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Managing Member,2017
tiht-holding-company-llc,TIHT Holding Company LLC,100,DJT Holdings LLC,djt-holdings-llc,Member,2017
tiht-member-llc,TIHT Member LLC,100,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Member,2017
tipperary-realty-corp,Tipperary Realty Corp,100,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Shareholder,2017
tmg-member-llc,"TMG Member, LLC",100,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-national-golf-club-charlotte,Trump National Golf Club - Charlotte,1,TNGC Charlotte Manager Corp,tngc-charlotte-manager-corp,Managing Member,2017
trump-national-golf-club-charlotte,Trump National Golf Club - Charlotte,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
tngc-charlotte-manager-corp,TNGC Charlotte Manager Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-national-golf-club-hudson-valley,Trump National Golf Club - Hudson Valley,1,TNGC Dutchess County Member Corp (fka Trump Marks Classic Cars Member Corp),tngc-dutchess-county-member-corp,Managing Member,2017
trump-national-golf-club-hudson-valley,Trump National Golf Club - Hudson Valley,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
tngc-dutchess-county-member-corp,TNGC Dutchess County Member Corp (fka Trump Marks Classic Cars Member Corp),100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
tngc-jupiter-management-llc,TNGC Jupiter Management LLC,1,TNGC Jupiter Managing Member Corp,tngc-jupiter-managing-member-corp,Managing Member,2017
tngc-jupiter-management-llc,TNGC Jupiter Management LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
tngc-jupiter-managing-member-corp,TNGC Jupiter Managing Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-national-golf-club-philadelphia,Trump National Golf Club - Philadelphia,1,TNGC Pine Hill Member Corp (fka Crest Court Member Corp),tngc-pine-hill-member-corp,Managing Member,2017
trump-national-golf-club-philadelphia,Trump National Golf Club - Philadelphia,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
tngc-pine-hill-member-corp,TNGC Pine Hill Member Corp (fka Crest Court Member Corp),100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
toronto-development-llc,Toronto Development LLC,100,DJT Holdings LLC,djt-holdings-llc,Member,2017
tp-cfd-manager-corp,TP CFD Manager Corp,100,"TRUMP, DONALD J.",trump-donald-j,Shareholder,2017
tp-cfd-llc,TP CFD LLC,1,TP CFD Manager Corp,tp-cfd-manager-corp,Managing Member,2017
tp-cfd-llc,TP CFD LLC,99,"TRUMP, DONALD J.",trump-donald-j,Member,2017
trump-106-cps-llc,Trump 106 CPS LLC,100,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-845-lp-llc,Trump 845 LP LLC,100,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Managing Member,2017
trump-845-un-gp-llc,Trump 845 UN GP LLC,0.1,Trump 845 UN MGR Corp,trump-845-un-mgr-corp,Managing Member,2017
trump-845-un-gp-llc,Trump 845 UN GP LLC,99.9,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Member,2017
trump-845-un-mgr-corp,Trump 845 UN MGR Corp,100,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Shareholder,2017
trump-845-un-mgr-llc,Trump 845 UN MGR LLC (F/K/A 845 UN LLC),100,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Managing Member,2017
trump-ac-casino-marks-llc,Trump AC Casino Marks LLC,1,Trump AC Casino Marks Member Corp,trump-ac-casino-marks-member-corp,Managing Member,2017
trump-ac-casino-marks-llc,Trump AC Casino Marks LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
trump-ac-casino-marks-member-corp,Trump AC Casino Marks Member Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-acquisition-corp,Trump Acquisition Corp,100,DJT Holdings LLC,djt-holdings-llc,Shareholder,2017
trump-acquisition-llc,"Trump Acquisition, LLC",1,Trump Acquisition Corp,trump-acquisition-corp,Managing Member,2017
trump-acquisition-llc,"Trump Acquisition, LLC",99,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-books-llc,Trump Books LLC,1,Trump Books Manager Corp,trump-books-manager-corp,Managing Member,2017
trump-books-llc,Trump Books LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-books-manager-corp,Trump Books Manager Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-brazil-llc,Trump Brazil LLC,100,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-canadian-services-inc,Trump Canadian Services Inc),100,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Shareholder,2017
trump-canouan-estate-llc,Trump Canouan Estate LLC,1,Trump Canouan Estate Member Corp,trump-canouan-estate-member-corp,Managing Member,2017
trump-canouan-estate-llc,Trump Canouan Estate LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-canouan-estate-member-corp,Trump Canouan Estate Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-caribbean-llc,Trump Caribbean LLC,100,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-carousel-llc,Trump Carousel LLC,1,Trump Carousel Member Corp,trump-carousel-member-corp,Managing Member,2017
trump-carousel-llc,Trump Carousel LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-carousel-member-corp,Trump Carousel Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-central-park-west-corp,Trump Central Park West Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-chicago-commercial-member-corp,Trump Chicago Commercial Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-chicago-commercial-manager-llc,Trump Chicago Commercial Manager LLC,1,Trump Chicago Commercial Member Corp,trump-chicago-commercial-member-corp,Managing Member,2017
trump-chicago-commercial-manager-llc,Trump Chicago Commercial Manager LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-chicago-development-llc,Trump Chicago Development LLC,100,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-chicago-hotel-manager-llc,Trump Chicago Hotel Manager LLC,1,Trump Chicago Hotel Member Corp,trump-chicago-hotel-member-corp,Managing Member,2017
trump-chicago-hotel-manager-llc,Trump Chicago Hotel Manager LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-chicago-hotel-member-corp,Trump Chicago Hotel Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-chicago-managing-member-llc,Trump Chicago Managing Member LLC,100,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-chicago-member-llc,Trump Chicago Member LLC,100,DJT Holdings LLC,djt-holdings-llc,,2017
trump-chicago-residential-manager-llc,Trump Chicago Residential Manager LLC,1,Trump Chicago Residential Member Corp,trump-chicago-residential-member-corp,Managing Member,2017
trump-chicago-residential-manager-llc,Trump Chicago Residential Manager LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-chicago-residential-member-corp,Trump Chicago Residential Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-chicago-retail-llc,Trump Chicago Retail LLC,100,401 Mezz Venture LLC,401-mezz-venture-llc,Member,2017
trump-chicago-retail-manager-llc,Trump Chicago Retail Manager LLC,1,Trump Chicago Retail Member Corp,trump-chicago-retail-member-corp,Managing Member,2017
trump-chicago-retail-manager-llc,Trump Chicago Retail Manager LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-chicago-retail-member-corp,Trump Chicago Retail Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
